instrument,input_system,provider1,provider2,correlation,p_value,n
bfi,behavioral,claude,deepseek,0.991382408103993,9.992007221626409e-16,19
bfi,behavioral,claude,gemini,0.9883743883949725,1.2434497875801753e-14,19
bfi,behavioral,claude,openai,0.9933632407064906,1.1102230246251565e-16,19
bfi,behavioral,deepseek,gemini,0.9872066718684297,2.786659791809143e-14,19
bfi,behavioral,deepseek,openai,0.9872628764588174,2.6756374893466273e-14,19
bfi,behavioral,gemini,openai,0.98923654646013,6.439293542825908e-15,19
bfi,exemplar,claude,deepseek,0.9014283943060599,6.592806843785937e-07,19
bfi,exemplar,claude,gemini,0.9114731180768251,2.7654676459931693e-07,19
bfi,exemplar,claude,openai,0.9019890366753643,6.296550197903983e-07,19
bfi,exemplar,deepseek,gemini,0.8833715763753864,2.5397650842418074e-06,19
bfi,exemplar,deepseek,openai,0.946837470126158,4.2359454832663346e-09,19
bfi,exemplar,gemini,openai,0.9172760574630769,1.5947217668621505e-07,19
bfi,hexaco,claude,deepseek,0.9839200455970754,1.9162449405030202e-13,19
bfi,hexaco,claude,gemini,0.9883794389683234,1.2323475573339238e-14,19
bfi,hexaco,claude,openai,0.9971941152935849,0.0,19
bfi,hexaco,deepseek,gemini,0.9661198183005103,1.0005152262237971e-10,19
bfi,hexaco,deepseek,openai,0.9840461527385965,1.7930101847696278e-13,19
bfi,hexaco,gemini,openai,0.9846015536165639,1.3300471835009375e-13,19
bfi,narrative,claude,deepseek,0.959552351391476,4.3845627129002196e-10,19
bfi,narrative,claude,gemini,0.9657991985962046,1.0824086071892225e-10,19
bfi,narrative,claude,openai,0.9698299325868515,3.7935210528416974e-11,19
bfi,narrative,deepseek,gemini,0.9742037234375729,1.021094320208249e-11,19
bfi,narrative,deepseek,openai,0.9752258621703966,7.2732930789243255e-12,19
bfi,narrative,gemini,openai,0.9796261193661692,1.4063195052926858e-12,19
bfi,ocean_direct,claude,deepseek,0.9557090038811956,9.327544292503376e-10,19
bfi,ocean_direct,claude,gemini,0.9094490720516937,3.321302028957973e-07,19
bfi,ocean_direct,claude,openai,0.9011595925244718,6.739091757967941e-07,19
bfi,ocean_direct,deepseek,gemini,0.9474947352705204,3.821842065043768e-09,19
bfi,ocean_direct,deepseek,openai,0.9356227270589829,2.05212093984386e-08,19
bfi,ocean_direct,gemini,openai,0.9889531767630978,8.104628079763643e-15,19
bfi,scenario,claude,deepseek,0.9840453324659874,1.794120407794253e-13,19
bfi,scenario,claude,gemini,0.9836356515715228,2.2215562722749382e-13,19
bfi,scenario,claude,openai,0.9721338631570862,1.950350991819505e-11,19
bfi,scenario,deepseek,gemini,0.9765105832739066,4.651057317062168e-12,19
bfi,scenario,deepseek,openai,0.9750853861787171,7.626788089964975e-12,19
bfi,scenario,gemini,openai,0.9859905734702976,5.984102102729594e-14,19
dark_triad,behavioral,claude,deepseek,0.9546930407755279,1.12608089519739e-09,19
dark_triad,behavioral,claude,gemini,0.9443087895921702,6.218578540995168e-09,19
dark_triad,behavioral,claude,openai,0.9676151255045782,6.86120049664396e-11,19
dark_triad,behavioral,deepseek,gemini,0.9516574951593707,1.9285388841439044e-09,19
dark_triad,behavioral,deepseek,openai,0.9262687562918587,6.239240724070783e-08,19
dark_triad,behavioral,gemini,openai,0.9215709318372532,1.0330813982051268e-07,19
dark_triad,exemplar,claude,deepseek,0.9747152332157979,8.631539927250742e-12,19
dark_triad,exemplar,claude,gemini,0.9857868203029895,6.761258219967203e-14,19
dark_triad,exemplar,claude,openai,0.9791320446294525,1.72029057665668e-12,19
dark_triad,exemplar,deepseek,gemini,0.948366895285855,3.3272953281482387e-09,19
dark_triad,exemplar,deepseek,openai,0.9514496360318635,1.998359477894951e-09,19
dark_triad,exemplar,gemini,openai,0.9867303750467459,3.785860513971784e-14,19
dark_triad,hexaco,claude,deepseek,0.9371971505288951,1.6741792285834833e-08,19
dark_triad,hexaco,claude,gemini,0.9324879799573513,3.032020856608142e-08,19
dark_triad,hexaco,claude,openai,0.9423311145019777,8.29375146338407e-09,19
dark_triad,hexaco,deepseek,gemini,0.9576764034342653,6.39366004584474e-10,19
dark_triad,hexaco,deepseek,openai,0.9753309050693213,7.018496894772852e-12,19
dark_triad,hexaco,gemini,openai,0.9429727337702389,7.562557691187521e-09,19
dark_triad,narrative,claude,deepseek,0.9390817749821911,1.3029225587324333e-08,19
dark_triad,narrative,claude,gemini,0.888016395859468,1.8359536823053801e-06,19
dark_triad,narrative,claude,openai,0.91735053242933,1.5830820254691957e-07,19
dark_triad,narrative,deepseek,gemini,0.946531484862828,4.441771617180734e-09,19
dark_triad,narrative,deepseek,openai,0.8807683395638387,3.0281586717029185e-06,19
dark_triad,narrative,gemini,openai,0.8898449223978674,1.6093883590251323e-06,19
dark_triad,ocean_direct,claude,deepseek,0.8872950773623742,1.932648549640703e-06,19
dark_triad,ocean_direct,claude,gemini,0.8875959518890013,1.8917921121852643e-06,19
dark_triad,ocean_direct,claude,openai,0.894929028341811,1.1019031551651182e-06,19
dark_triad,ocean_direct,deepseek,gemini,0.7282447654534753,0.0016223962399876113,19
dark_triad,ocean_direct,deepseek,openai,0.7827319934180484,0.00031527942182518753,19
dark_triad,ocean_direct,gemini,openai,0.8567441851790496,1.2922508292989576e-05,19
dark_triad,scenario,claude,deepseek,0.9656725704143461,1.1163381330447919e-10,19
dark_triad,scenario,claude,gemini,0.9832505879514356,2.702282841937631e-13,19
dark_triad,scenario,claude,openai,0.9446089981546364,5.947135672812465e-09,19
dark_triad,scenario,deepseek,gemini,0.9483495372012153,3.3365624707570873e-09,19
dark_triad,scenario,deepseek,openai,0.9139071687931766,2.2057018278509588e-07,19
dark_triad,scenario,gemini,openai,0.9019093398862696,6.337945217538277e-07,19
gad7,behavioral,claude,deepseek,0.8624055877726859,9.413216305431682e-06,19
gad7,behavioral,claude,gemini,0.9744730567488259,9.350298313393068e-12,19
gad7,behavioral,claude,openai,0.9727530713310722,1.6155410342832965e-11,19
gad7,behavioral,deepseek,gemini,0.8753069272578365,4.322896351549588e-06,19
gad7,behavioral,deepseek,openai,0.8887554487546628,1.7412577749675862e-06,19
gad7,behavioral,gemini,openai,0.9793965463249317,1.5453194279757554e-12,19
gad7,exemplar,claude,deepseek,0.549370699071052,0.04718299535365944,19
gad7,exemplar,claude,gemini,0.6980860076282679,0.0034171564124152454,19
gad7,exemplar,claude,openai,0.8568161682881348,1.2871660010516095e-05,19
gad7,exemplar,deepseek,gemini,0.7737379786409421,0.0004263434408163791,19
gad7,exemplar,deepseek,openai,0.7510237540945679,0.000861637500004564,19
gad7,exemplar,gemini,openai,0.8480689504481056,2.0469160058711466e-05,19
gad7,hexaco,claude,deepseek,0.4879320186518912,0.09913820219824954,19
gad7,hexaco,claude,gemini,0.4303434448386829,0.1753695342382502,19
gad7,hexaco,claude,openai,0.34773784677957464,0.33437564308720935,19
gad7,hexaco,deepseek,gemini,0.13071773152765695,0.8637293978432239,19
gad7,hexaco,deepseek,openai,-0.015002977822264391,0.9980883547462402,19
gad7,hexaco,gemini,openai,0.8245797092956966,6.23107059524175e-05,19
gad7,narrative,claude,deepseek,0.9443716232556513,6.160885246409009e-09,19
gad7,narrative,claude,gemini,0.9282564504381452,4.9894772646830177e-08,19
gad7,narrative,claude,openai,0.9495078857668104,2.7654301071322607e-09,19
gad7,narrative,deepseek,gemini,0.8904164864075029,1.5437362315129377e-06,19
gad7,narrative,deepseek,openai,0.9077252752882938,3.8689046899520463e-07,19
gad7,narrative,gemini,openai,0.9404870151481596,1.0750806023196446e-08,19
gad7,ocean_direct,claude,deepseek,0.6016523226530222,0.021931057096669426,19
gad7,ocean_direct,claude,gemini,0.947475822914408,3.833242723239039e-09,19
gad7,ocean_direct,claude,openai,0.9727792007035606,1.6025958338161672e-11,19
gad7,ocean_direct,deepseek,gemini,0.4945018296519467,0.0922223812928391,19
gad7,ocean_direct,deepseek,openai,0.5007998030316722,0.08591695022958845,19
gad7,ocean_direct,gemini,openai,0.97990668462093,1.2514433933574765e-12,19
gad7,scenario,claude,deepseek,0.7405340582646954,0.0011627451121153376,19
gad7,scenario,claude,gemini,0.6433433644245804,0.010661499819283327,19
gad7,scenario,claude,openai,0.8048640655886117,0.0001404898280518152,19
gad7,scenario,deepseek,gemini,0.5990218287482078,0.022871178742597142,19
gad7,scenario,deepseek,openai,0.7149734832150522,0.002278834241331018,19
gad7,scenario,gemini,openai,0.7992681735072997,0.00017400155987312704,19
levenson,behavioral,claude,deepseek,0.9407542215671407,1.0359470836718288e-08,19
levenson,behavioral,claude,gemini,0.9693727708623084,4.3023251627971604e-11,19
levenson,behavioral,claude,openai,0.9689875730838002,4.776601336686781e-11,19
levenson,behavioral,deepseek,gemini,0.9770244177581722,3.86246590267092e-12,19
levenson,behavioral,deepseek,openai,0.9793191593341124,1.5948353748740374e-12,19
levenson,behavioral,gemini,openai,0.990591457745286,2.1094237467877974e-15,19
levenson,exemplar,claude,deepseek,0.9617066534752698,2.779314556278223e-10,19
levenson,exemplar,claude,gemini,0.9890022870175383,7.771561172376096e-15,19
levenson,exemplar,claude,openai,0.9531146398053866,1.4962440175736447e-09,19
levenson,exemplar,deepseek,gemini,0.971576677983663,2.3022472817046946e-11,19
levenson,exemplar,deepseek,openai,0.9832736171402531,2.6711965972481266e-13,19
levenson,exemplar,gemini,openai,0.9595361811158573,4.399175468350336e-10,19
levenson,hexaco,claude,deepseek,0.9760724735557221,5.4319881925835034e-12,19
levenson,hexaco,claude,gemini,0.9878732334354551,1.765254609153999e-14,19
levenson,hexaco,claude,openai,0.9726033650455734,1.691469186937411e-11,19
levenson,hexaco,deepseek,gemini,0.9794287354420698,1.5251133689275775e-12,19
levenson,hexaco,deepseek,openai,0.9897794140490853,4.218847493575595e-15,19
levenson,hexaco,gemini,openai,0.9792722752644013,1.6254775303536917e-12,19
levenson,narrative,claude,deepseek,0.9069526023274256,4.1388063409808495e-07,19
levenson,narrative,claude,gemini,0.9603943564645107,3.6800562597250064e-10,19
levenson,narrative,claude,openai,0.9526474505855232,1.6245057521402373e-09,19
levenson,narrative,deepseek,gemini,0.9432300153221944,7.2856011223976225e-09,19
levenson,narrative,deepseek,openai,0.9485411333880801,3.2355137458139893e-09,19
levenson,narrative,gemini,openai,0.932748762071482,2.9372664078763933e-08,19
levenson,ocean_direct,claude,deepseek,0.9381540734858901,1.4755192734305922e-08,19
levenson,ocean_direct,claude,gemini,0.8525844422781022,1.617079329940818e-05,19
levenson,ocean_direct,claude,openai,0.9248330898471844,7.304123061935286e-08,19
levenson,ocean_direct,deepseek,gemini,0.852824860759577,1.5965591387390177e-05,19
levenson,ocean_direct,deepseek,openai,0.9268125208629487,5.872839226039872e-08,19
levenson,ocean_direct,gemini,openai,0.9092656871509436,3.3761547002519876e-07,19
levenson,scenario,claude,deepseek,0.9876570534149752,2.0539125955565396e-14,19
levenson,scenario,claude,gemini,0.9753682920514787,6.9296790528028396e-12,19
levenson,scenario,claude,openai,0.9903738875442285,2.55351295663786e-15,19
levenson,scenario,deepseek,gemini,0.9853468577997062,8.748557434046234e-14,19
levenson,scenario,deepseek,openai,0.9874009215871202,2.4424906541753444e-14,19
levenson,scenario,gemini,openai,0.9870069331057818,3.175237850427948e-14,19
phq9,behavioral,claude,deepseek,0.20397525850000237,0.6968271992723866,19
phq9,behavioral,claude,gemini,0.16373593775834752,0.7937467844351018,19
phq9,behavioral,claude,openai,0.27036132809750596,0.5245639305682948,19
phq9,behavioral,deepseek,gemini,0.44933810930370205,0.14705006943009336,19
phq9,behavioral,deepseek,openai,0.07451587267251679,0.9537737919614477,19
phq9,behavioral,gemini,openai,0.6520322061094588,0.009041474341332068,19
phq9,exemplar,claude,deepseek,0.6143467302514447,0.01780933110742322,19
phq9,exemplar,claude,gemini,0.4478633957658579,0.1491351764776886,19
phq9,exemplar,claude,openai,0.8018314688744198,0.0001578938781404693,19
phq9,exemplar,deepseek,gemini,0.7125371797989971,0.002420384555087085,19
phq9,exemplar,deepseek,openai,0.7736565049485935,0.00042748318524132856,19
phq9,exemplar,gemini,openai,0.6565005959423469,0.008288948996188927,19
phq9,hexaco,claude,deepseek,0.7282339417780117,0.001622859181638514,19
phq9,hexaco,claude,gemini,0.9185687786654821,1.4029129735693147e-07,19
phq9,hexaco,claude,openai,0.4979581664456997,0.08872306410648778,19
phq9,hexaco,deepseek,gemini,0.514491815462026,0.07327226767510009,19
phq9,hexaco,deepseek,openai,0.4161120455745191,0.1986692393490801,19
phq9,hexaco,gemini,openai,0.46805956303335655,0.12222408591324285,19
phq9,narrative,claude,deepseek,0.6915829525104408,0.003964324878420578,19
phq9,narrative,claude,gemini,0.5416139361386073,0.052270876393093024,19
phq9,narrative,claude,openai,0.7933399554498418,0.00021667695219351746,19
phq9,narrative,deepseek,gemini,0.4469095892172023,0.1504939192696938,19
phq9,narrative,deepseek,openai,0.8894417185100718,1.6571454453107037e-06,19
phq9,narrative,gemini,openai,0.6514434702265441,0.009144583920152494,19
phq9,ocean_direct,claude,deepseek,0.7201711825765746,0.001999608120886509,19
phq9,ocean_direct,claude,gemini,0.4746675515038699,0.1141802486291652,19
phq9,ocean_direct,claude,openai,0.9095698456757103,3.285602121483322e-07,19
phq9,ocean_direct,deepseek,gemini,0.2828695149007644,0.4921932942840377,19
phq9,ocean_direct,deepseek,openai,0.5846334039983369,0.028580062821752517,19
phq9,ocean_direct,gemini,openai,0.34875816522967057,0.3320849649229023,19
phq9,scenario,claude,deepseek,0.484387414407912,0.10301526172731146,19
phq9,scenario,claude,gemini,0.5341640841574823,0.057529505041093554,19
phq9,scenario,claude,openai,0.7536759658652673,0.0007968511022988789,19
phq9,scenario,deepseek,gemini,0.5656126915762372,0.03773743863592771,19
phq9,scenario,deepseek,openai,0.4752095153960555,0.1135369134786065,19
phq9,scenario,gemini,openai,0.707711514595778,0.0027222174613805716,19
